date_race;GP_name;round;circuitId;raceId;resultId;constructorId;constructor_name;constructor_nationality;driverId;code;driver_forename;driver_surname;number;driver_nationality;grid_position;final_position;win;points_scored;total_time_laps;fastestLapTime;rank_fastestLapTime;fastestLapSpeed;statusId;status
2019-10-13;Japanese Grand Prix;17;22;1026;24527;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;1;2;0;18.0;+13.343;1:32.122;5.0;226.929;1;Finished
2019-10-13;Japanese Grand Prix;17;22;1026;24544;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;16;19;0;0.0;;1:36.332;19.0;217.012;2;Disqualified
2019-10-13;Japanese Grand Prix;17;22;1026;24541;3;Williams;British;847;RUS;George;Russell;63.0;British;18;16;0;0.0;;1:32.369;6.0;226.322;12;+2 Laps
2019-10-13;Japanese Grand Prix;17;22;1026;24532;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;9;7;0;6.0;;1:31.611;2.0;228.195;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24543;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;5;18;0;0.0;;1:35.458;18.0;218.998;23;Brakes
2019-10-13;Japanese Grand Prix;17;22;1026;24538;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;10;13;0;0.0;;1:34.116;13.0;222.12099999999998;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24545;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;15;20;0;0.0;;1:37.249;20.0;214.965;2;Disqualified
2019-10-13;Japanese Grand Prix;17;22;1026;24536;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;8;11;0;0.0;;1:34.713;14.0;220.72099999999998;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24530;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;7;5;0;10.0;+1:09.101;1:33.563;12.0;223.43400000000003;1;Finished
2019-10-13;Japanese Grand Prix;17;22;1026;24535;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;14;10;0;1.0;;1:34.921;15.0;220.237;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24529;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;6;4;0;12.0;+59.537;1:32.775;8.0;225.332;1;Finished
2019-10-13;Japanese Grand Prix;17;22;1026;24539;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;11;14;0;0.0;;1:33.190;9.0;224.328;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24537;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;13;12;0;0.0;;1:33.239;10.0;224.21;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24531;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;2;6;0;8.0;;1:33.481;11.0;223.63;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24534;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;12;9;0;2.0;;1:32.621;7.0;225.706;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24528;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;4;3;0;16.0;+13.858;1:30.983;1.0;229.77;1;Finished
2019-10-13;Japanese Grand Prix;17;22;1026;24540;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;19;15;0;0.0;;1:34.988;16.0;220.082;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24533;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;17;8;0;4.0;;1:35.321;17.0;219.313;11;+1 Lap
2019-10-13;Japanese Grand Prix;17;22;1026;24526;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;3;1;1;25.0;1:21:46.755;1:31.862;4.0;227.571;1;Finished
2019-10-13;Japanese Grand Prix;17;22;1026;24542;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;0;17;0;0.0;;1:31.732;3.0;227.894;12;+2 Laps
2019-10-27;Mexican Grand Prix;18;32;1027;24549;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;1;4;0;13.0;+6.368;1:19.232;1.0;195.55700000000002;1;Finished
2019-10-27;Mexican Grand Prix;18;32;1027;24550;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;5;5;0;10.0;+21.399;1:19.325;2.0;195.328;1;Finished
2019-10-27;Mexican Grand Prix;18;32;1027;24565;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;8;20;0;0.0;;1:21.643;19.0;189.782;54;Withdrew
2019-10-27;Mexican Grand Prix;18;32;1027;24560;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;17;15;0;0.0;;1:21.682;20.0;189.69099999999997;12;+2 Laps
2019-10-27;Mexican Grand Prix;18;32;1027;24562;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;18;17;0;0.0;;1:21.581;18.0;189.926;12;+2 Laps
2019-10-27;Mexican Grand Prix;18;32;1027;24546;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;3;1;1;25.0;1:36:48.904;1:19.461;4.0;194.993;1;Finished
2019-10-27;Mexican Grand Prix;18;32;1027;24547;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;2;2;0;18.0;+1.766;1:19.381;3.0;195.19;1;Finished
2019-10-27;Mexican Grand Prix;18;32;1027;24558;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;7;13;0;0.0;;1:20.311;10.0;192.929;11;+1 Lap
2019-10-27;Mexican Grand Prix;18;32;1027;24564;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;14;19;0;0.0;;1:20.082;8.0;193.481;25;Overheating
2019-10-27;Mexican Grand Prix;18;32;1027;24553;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;13;8;0;4.0;+1:14.924;1:20.146;9.0;193.327;1;Finished
2019-10-27;Mexican Grand Prix;18;32;1027;24551;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;4;6;0;8.0;+1:08.807;1:20.406;11.0;192.702;1;Finished
2019-10-27;Mexican Grand Prix;18;32;1027;24552;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;11;7;0;6.0;+1:13.819;1:20.485;12.0;192.512;1;Finished
2019-10-27;Mexican Grand Prix;18;32;1027;24556;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;9;11;0;0.0;;1:19.905;7.0;193.91;11;+1 Lap
2019-10-27;Mexican Grand Prix;18;32;1027;24561;3;Williams;British;847;RUS;George;Russell;63.0;British;19;16;0;0.0;;1:21.286;17.0;190.615;12;+2 Laps
2019-10-27;Mexican Grand Prix;18;32;1027;24559;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;15;14;0;0.0;;1:21.014;16.0;191.255;11;+1 Lap
2019-10-27;Mexican Grand Prix;18;32;1027;24554;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;10;9;0;2.0;;1:19.530;6.0;194.824;11;+1 Lap
2019-10-27;Mexican Grand Prix;18;32;1027;24557;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;16;12;0;0.0;;1:20.922;15.0;191.47299999999998;11;+1 Lap
2019-10-27;Mexican Grand Prix;18;32;1027;24563;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;20;18;0;0.0;;1:20.696;13.0;192.00900000000001;12;+2 Laps
2019-10-27;Mexican Grand Prix;18;32;1027;24555;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;12;10;0;1.0;;1:20.791;14.0;191.783;11;+1 Lap
2019-10-27;Mexican Grand Prix;18;32;1027;24548;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;6;3;0;15.0;+3.553;1:19.494;5.0;194.912;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24585;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;2;20;0;0.0;;1:42.165;19.0;194.262;22;Suspension
2019-11-03;United States Grand Prix;19;69;1028;24566;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;1;1;1;25.0;1:33:55.653;1:36.957;2.0;204.696;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24577;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;13;12;0;0.0;;1:38.969;8.0;200.535;11;+1 Lap
2019-11-03;United States Grand Prix;19;69;1028;24569;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;4;4;0;13.0;+52.239;1:36.169;1.0;206.37400000000002;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24572;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;8;7;0;6.0;+1:30.764;1:38.074;4.0;202.365;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24567;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;5;2;0;18.0;+4.148;1:38.446;7.0;201.6;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24574;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;11;9;0;2.0;;1:38.437;6.0;201.61900000000003;11;+1 Lap
2019-11-03;United States Grand Prix;19;69;1028;24580;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;15;15;0;0.0;;1:41.270;18.0;195.979;11;+1 Lap
2019-11-03;United States Grand Prix;19;69;1028;24584;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;19;19;0;0.0;;1:43.830;20.0;191.14700000000002;44;Oil leak
2019-11-03;United States Grand Prix;19;69;1028;24581;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;10;16;0;0.0;;1:40.850;16.0;196.795;22;Suspension
2019-11-03;United States Grand Prix;19;69;1028;24583;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;12;18;0;0.0;;1:40.347;12.0;197.78099999999998;23;Brakes
2019-11-03;United States Grand Prix;19;69;1028;24582;3;Williams;British;847;RUS;George;Russell;63.0;British;18;17;0;0.0;;1:41.239;17.0;196.03900000000002;12;+2 Laps
2019-11-03;United States Grand Prix;19;69;1028;24568;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;3;3;0;15.0;+5.002;1:38.214;5.0;202.077;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24571;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;9;6;0;8.0;+1:30.366;1:40.564;14.0;197.354;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24576;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;17;11;0;0.0;;1:39.608;9.0;199.24900000000002;11;+1 Lap
2019-11-03;United States Grand Prix;19;69;1028;24573;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;7;8;0;4.0;;1:40.844;15.0;196.80599999999998;11;+1 Lap
2019-11-03;United States Grand Prix;19;69;1028;24575;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;0;10;0;1.0;;1:40.165;11.0;198.141;11;+1 Lap
2019-11-03;United States Grand Prix;19;69;1028;24579;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;16;14;0;0.0;;1:39.964;10.0;198.53900000000002;11;+1 Lap
2019-11-03;United States Grand Prix;19;69;1028;24570;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;6;5;0;10.0;+1:18.038;1:38.029;3.0;202.458;1;Finished
2019-11-03;United States Grand Prix;19;69;1028;24578;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;14;13;0;0.0;;1:40.380;13.0;197.71599999999998;11;+1 Lap
2019-11-17;Brazilian Grand Prix;20;18;1029;24605;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;4;20;0;0.0;;1:10.698;1.0;219.417;131;Power Unit
2019-11-17;Brazilian Grand Prix;20;18;1029;24597;3;Williams;British;847;RUS;George;Russell;63.0;British;18;12;0;0.0;+13.599;1:13.752;19.0;210.331;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24588;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;20;3;0;15.0;+8.896;1:13.158;16.0;212.03900000000002;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24599;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;5;14;0;0.0;+14.927;1:11.087;4.0;218.217;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24589;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;8;4;0;12.0;+9.452;1:13.135;15.0;212.106;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24603;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;14;18;0;0.0;;1:11.423;6.0;217.19;4;Collision
2019-11-17;Brazilian Grand Prix;20;18;1029;24598;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;7;13;0;0.0;+14.247;1:13.619;18.0;210.71099999999998;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24604;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;17;19;0;0.0;;1:12.603;10.0;213.66;22;Suspension
2019-11-17;Brazilian Grand Prix;20;18;1029;24592;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;3;7;0;6.0;+11.139;1:11.082;3.0;218.232;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24594;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;15;9;0;2.0;+11.529;1:12.840;12.0;212.965;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24602;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;2;17;0;0.0;;1:11.384;5.0;217.30900000000003;4;Collision
2019-11-17;Brazilian Grand Prix;20;18;1029;24600;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;13;15;0;0.0;+18.059;1:12.934;13.0;212.69;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24593;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;10;8;0;4.0;+11.204;1:12.328;7.0;214.472;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24586;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;1;1;1;25.0;1:33:14.678;1:10.862;2.0;218.90900000000002;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24595;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;16;10;0;1.0;+11.931;1:12.385;8.0;214.304;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24601;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;19;16;0;0.0;;1:14.553;20.0;208.072;11;+1 Lap
2019-11-17;Brazilian Grand Prix;20;18;1029;24591;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;11;6;0;8.0;+10.541;1:12.733;11.0;213.278;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24596;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;9;11;0;0.0;+12.732;1:13.262;17.0;211.738;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24590;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;12;5;0;10.0;+10.201;1:13.020;14.0;212.44;1;Finished
2019-11-17;Brazilian Grand Prix;20;18;1029;24587;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;6;2;0;18.0;+6.077;1:12.425;9.0;214.185;1;Finished
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24615;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;8;10;0;1.0;;1:41.294;7.0;197.389;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24617;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;9;12;0;0.0;;1:43.274;16.0;193.605;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24619;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;14;14;0;0.0;;1:43.790;19.0;192.642;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24620;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;15;15;0;0.0;;1:43.666;18.0;192.873;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24623;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;11;18;0;0.0;;1:42.414;10.0;195.231;12;+2 Laps
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24607;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;2;2;0;18.0;+16.772;1:41.119;5.0;197.731;1;Finished
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24621;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;16;16;0;0.0;;1:43.256;15.0;193.639;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24612;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;10;7;0;6.0;;1:42.639;11.0;194.803;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24624;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;19;19;0;0.0;;1:44.500;20.0;191.333;12;+2 Laps
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24616;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;7;11;0;0.0;;1:41.190;6.0;197.592;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24622;3;Williams;British;847;RUS;George;Russell;63.0;British;18;17;0;0.0;;1:43.074;13.0;193.981;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24625;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;12;20;0;0.0;;1:43.326;17.0;193.507;23;Brakes
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24618;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;17;13;0;0.0;;1:43.142;14.0;193.85299999999998;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24611;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;5;6;0;8.0;+1:09.205;1:42.219;8.0;195.60299999999998;1;Finished
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24610;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;4;5;0;10.0;+1:04.357;1:40.128;3.0;199.688;1;Finished
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24614;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;13;9;0;2.0;;1:42.222;9.0;195.597;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24613;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;6;8;0;4.0;;1:43.026;12.0;194.071;11;+1 Lap
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24609;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;20;4;0;12.0;+44.379;1:39.715;2.0;200.515;1;Finished
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24606;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;1;1;1;26.0;1:34:05.715;1:39.283;1.0;201.387;1;Finished
2019-12-01;Abu Dhabi Grand Prix;21;24;1030;24608;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;3;3;0;15.0;+43.435;1:40.442;4.0;199.06400000000002;1;Finished
