date_race;GP_name;round;circuitId;raceId;resultId;constructorId;constructor_name;constructor_nationality;driverId;code;driver_forename;driver_surname;number;driver_nationality;grid_position;final_position;win;points_scored;total_time_laps;fastestLapTime;rank_fastestLapTime;fastestLapSpeed;statusId;status
2019-06-30;Austrian Grand Prix;9;70;1018;24376;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;13;11;0;0.0;;1:09.061;14.0;225.08700000000002;11;+1 Lap
2019-06-30;Austrian Grand Prix;9;70;1018;24366;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;2;1;1;26.0;1:22:01.822;1:07.475;1.0;230.378;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24387;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;1;2;0;18.0;+24.928;1:27.406;2.0;242.63299999999998;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24389;9;Red Bull;Austrian;842;GAS;Pierre;Gasly;10.0;French;5;4;0;12.0;+34.692;1:29.544;8.0;236.83900000000003;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24394;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;17;9;0;2.0;+1:06.720;1:29.910;12.0;235.875;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24401;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;6;16;0;0.0;;1:28.733;3.0;239.00400000000002;11;+1 Lap
2019-07-14;British Grand Prix;10;9;1019;24396;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;8;11;0;0.0;+1:14.281;1:29.636;10.0;236.59599999999998;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24391;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;13;6;0;8.0;+53.639;1:29.757;11.0;236.27700000000002;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24395;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;10;10;0;1.0;+1:12.733;1:29.949;13.0;235.773;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24397;5;Toro Rosso;Italian;848;ALB;Alexander;Albon;23.0;Thai;9;12;0;0.0;+1:15.617;1:30.872;15.0;233.378;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24390;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;4;5;0;10.0;+39.458;1:29.272;4.0;237.56099999999998;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24399;3;Williams;British;847;RUS;George;Russell;63.0;British;19;14;0;0.0;;1:31.013;16.0;233.017;11;+1 Lap
2019-07-14;British Grand Prix;10;9;1019;24403;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;11;18;0;0.0;;1:32.464;18.0;229.36;20;Spun off
2019-07-14;British Grand Prix;10;9;1019;24404;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;14;19;0;0.0;;1:34.350;20.0;224.775;4;Collision
2019-07-14;British Grand Prix;10;9;1019;24402;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;15;17;0;0.0;;1:29.456;7.0;237.072;11;+1 Lap
2019-07-14;British Grand Prix;10;9;1019;24398;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;18;13;0;0.0;+1:21.086;1:29.390;6.0;237.248;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24393;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;12;8;0;4.0;+1:05.540;1:30.034;14.0;235.551;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24386;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;2;1;1;26.0;1:21:08.452;1:27.369;1.0;242.735;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24405;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;16;20;0;0.0;;1:33.425;19.0;227.00099999999998;4;Collision
2019-07-14;British Grand Prix;10;9;1019;24388;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;3;3;0;15.0;+30.117;1:29.313;5.0;237.452;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24392;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;7;7;0;6.0;+54.401;1:29.624;9.0;236.628;1;Finished
2019-07-14;British Grand Prix;10;9;1019;24400;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;20;15;0;0.0;;1:31.509;17.0;231.75400000000002;11;+1 Lap
2019-07-28;German Grand Prix;11;10;1020;24418;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;11;13;0;0.0;+43.849;1:19.300;14.0;207.646;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24415;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;18;10;0;1.0;+24.987;1:19.062;13.0;208.271;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24414;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;1;9;0;2.0;+19.667;1:18.811;12.0;208.935;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24419;9;Red Bull;Austrian;842;GAS;Pierre;Gasly;10.0;French;4;14;0;0.0;;1:17.495;4.0;212.483;4;Collision
2019-07-28;German Grand Prix;11;10;1020;24408;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;14;3;0;15.0;+8.305;1:17.708;6.0;211.9;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24407;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;20;2;0;18.0;+7.333;1:16.794;2.0;214.423;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24421;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;9;16;0;0.0;;1:29.576;17.0;183.826;3;Accident
2019-07-28;German Grand Prix;11;10;1020;24425;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;8;20;0;0.0;;;0.0;;20;Spun off
2019-07-28;German Grand Prix;11;10;1020;24409;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;15;4;0;12.0;+8.966;1:17.831;8.0;211.56599999999997;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24406;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;2;1;1;26.0;1:44:31.275;1:16.645;1.0;214.83900000000003;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24417;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;5;12;0;0.0;+42.214;1:19.563;15.0;206.96;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24412;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;6;7;0;6.0;+16.838;1:17.746;7.0;211.797;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24420;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;3;15;0;0.0;;1:18.272;11.0;210.37400000000002;3;Accident
2019-07-28;German Grand Prix;11;10;1020;24424;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;13;19;0;0.0;;1:32.654;19.0;177.71900000000002;43;Exhaust
2019-07-28;German Grand Prix;11;10;1020;24423;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;19;18;0;0.0;;1:31.081;18.0;180.78799999999998;75;Power loss
2019-07-28;German Grand Prix;11;10;1020;24416;3;Williams;British;847;RUS;George;Russell;63.0;British;17;11;0;0.0;+26.404;1:17.485;3.0;212.51;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24410;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;7;5;0;10.0;+9.583;1:17.841;9.0;211.53799999999998;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24422;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;10;17;0;0.0;;1:27.697;16.0;187.764;3;Accident
2019-07-28;German Grand Prix;11;10;1020;24413;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;12;8;0;4.0;+18.765;1:17.507;5.0;212.45;1;Finished
2019-07-28;German Grand Prix;11;10;1020;24411;5;Toro Rosso;Italian;848;ALB;Alexander;Albon;23.0;Thai;16;6;0;8.0;+10.052;1:17.850;10.0;211.514;1;Finished
2019-08-04;Hungarian Grand Prix;12;11;1021;24434;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;7;9;0;2.0;;1:21.188;13.0;194.26;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24426;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;3;1;1;25.0;1:35:03.796;1:18.528;2.0;200.84;1;Finished
2019-08-04;Hungarian Grand Prix;12;11;1021;24442;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;18;17;0;0.0;;1:20.603;6.0;195.67;12;+2 Laps
2019-08-04;Hungarian Grand Prix;12;11;1021;24443;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;17;18;0;0.0;;1:23.134;19.0;189.71200000000002;12;+2 Laps
2019-08-04;Hungarian Grand Prix;12;11;1021;24431;9;Red Bull;Austrian;842;GAS;Pierre;Gasly;10.0;French;6;6;0;8.0;;1:21.045;12.0;194.602;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24429;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;4;4;0;12.0;+1:05.250;1:20.493;5.0;195.937;1;Finished
2019-08-04;Hungarian Grand Prix;12;11;1021;24437;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;11;12;0;0.0;;1:21.650;14.0;193.16099999999997;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24435;5;Toro Rosso;Italian;848;ALB;Alexander;Albon;23.0;Thai;12;10;0;1.0;;1:20.621;7.0;195.62599999999998;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24441;3;Williams;British;847;RUS;George;Russell;63.0;British;15;16;0;0.0;;1:22.386;17.0;191.435;12;+2 Laps
2019-08-04;Hungarian Grand Prix;12;11;1021;24432;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;10;7;0;6.0;;1:20.880;9.0;195.0;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24428;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;5;3;0;15.0;+1:01.433;1:19.786;4.0;197.673;1;Finished
2019-08-04;Hungarian Grand Prix;12;11;1021;24445;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;9;20;0;0.0;;1:22.809;18.0;190.457;34;Water pressure
2019-08-04;Hungarian Grand Prix;12;11;1021;24433;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;2;8;0;4.0;;1:19.331;3.0;198.80700000000002;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24430;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;8;5;0;10.0;;1:21.002;10.0;194.706;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24436;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;16;11;0;0.0;;1:21.734;15.0;192.96200000000002;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24444;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;19;19;0;0.0;;1:23.436;20.0;189.02599999999998;13;+3 Laps
2019-08-04;Hungarian Grand Prix;12;11;1021;24438;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;14;13;0;0.0;;1:21.008;11.0;194.69099999999997;11;+1 Lap
2019-08-04;Hungarian Grand Prix;12;11;1021;24427;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;1;2;0;19.0;+17.796;1:17.103;1.0;204.55200000000002;1;Finished
2019-08-04;Hungarian Grand Prix;12;11;1021;24440;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;13;15;0;0.0;;1:21.932;16.0;192.49599999999998;12;+2 Laps
2019-08-04;Hungarian Grand Prix;12;11;1021;24439;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;20;14;0;0.0;;1:20.839;8.0;195.09799999999998;11;+1 Lap
2019-09-01;Belgian Grand Prix;13;13;1022;24455;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;16;10;0;1.0;+1:49.838;1:48.357;10.0;232.697;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24454;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;13;9;0;2.0;+1:49.168;1:49.700;17.0;229.84799999999998;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24450;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;17;5;0;10.0;+1:21.325;1:47.507;5.0;234.537;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24458;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;9;13;0;0.0;;1:49.274;16.0;230.74400000000003;11;+1 Lap
2019-09-01;Belgian Grand Prix;13;13;1022;24448;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;4;3;0;15.0;+12.585;1:46.465;2.0;236.832;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24460;3;Williams;British;847;RUS;George;Russell;63.0;British;14;15;0;0.0;;1:48.860;14.0;231.622;11;+1 Lap
2019-09-01;Belgian Grand Prix;13;13;1022;24459;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;10;14;0;0.0;;1:50.451;18.0;228.285;11;+1 Lap
2019-09-01;Belgian Grand Prix;13;13;1022;24446;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;1;1;1;25.0;1:23:45.710;1:46.664;4.0;236.39;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24451;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;7;6;0;8.0;+1:24.448;1:48.781;13.0;231.79;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24462;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;0;17;0;0.0;;1:49.220;15.0;230.858;11;+1 Lap
2019-09-01;Belgian Grand Prix;13;13;1022;24456;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;11;11;0;0.0;;1:48.321;8.0;232.774;5;Engine
2019-09-01;Belgian Grand Prix;13;13;1022;24452;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;19;7;0;6.0;+1:29.657;1:48.143;7.0;233.157;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24463;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;18;18;0;0.0;;1:47.560;6.0;234.421;3;Accident
2019-09-01;Belgian Grand Prix;13;13;1022;24465;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;5;20;0;0.0;;;0.0;;3;Accident
2019-09-01;Belgian Grand Prix;13;13;1022;24449;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;2;4;0;13.0;+26.422;1:46.409;1.0;236.957;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24457;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;8;12;0;0.0;;1:48.677;11.0;232.012;11;+1 Lap
2019-09-01;Belgian Grand Prix;13;13;1022;24464;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;15;19;0;0.0;;;0.0;;75;Power loss
2019-09-01;Belgian Grand Prix;13;13;1022;24447;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;3;2;0;18.0;+0.981;1:46.580;3.0;236.577;1;Finished
2019-09-01;Belgian Grand Prix;13;13;1022;24461;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;6;16;0;0.0;;1:48.753;12.0;231.85;11;+1 Lap
2019-09-01;Belgian Grand Prix;13;13;1022;24453;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;12;8;0;4.0;+1:46.639;1:48.349;9.0;232.71400000000003;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24483;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;11;18;0;0.0;;1:24.443;14.0;246.968;9;Hydraulics
2019-09-08;Italian Grand Prix;14;14;1023;24481;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;13;16;0;0.0;;1:24.985;17.0;245.393;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24472;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;18;7;0;6.0;+1:13.802;1:23.770;9.0;248.953;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24473;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;19;8;0;4.0;+1:14.492;1:23.143;5.0;250.83;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24482;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;15;17;0;0.0;;1:24.989;18.0;245.382;12;+2 Laps
2019-09-08;Italian Grand Prix;14;14;1023;24476;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;17;11;0;0.0;;1:23.885;10.0;248.611;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24477;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;9;12;0;0.0;;1:24.165;12.0;247.78400000000002;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24474;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;10;9;0;2.0;;1:24.503;15.0;246.793;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24470;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;6;5;0;10.0;+58.165;1:23.641;8.0;249.33700000000002;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24467;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;3;2;0;18.0;+0.835;1:22.859;3.0;251.69;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24471;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;8;6;0;8.0;+59.315;1:23.364;6.0;250.165;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24478;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;4;13;0;0.0;;1:22.799;2.0;251.872;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24475;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;16;10;0;1.0;;1:24.044;11.0;248.141;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24469;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;5;4;0;12.0;+45.515;1:23.466;7.0;249.859;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24468;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;2;3;0;16.0;+35.199;1:21.779;1.0;255.014;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24479;3;Williams;British;847;RUS;George;Russell;63.0;British;14;14;0;0.0;;1:24.842;16.0;245.80700000000002;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24466;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;1;1;1;25.0;1:15:26.665;1:23.009;4.0;251.235;1;Finished
2019-09-08;Italian Grand Prix;14;14;1023;24484;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;12;19;0;0.0;;1:25.772;20.0;243.142;5;Engine
2019-09-08;Italian Grand Prix;14;14;1023;24480;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;0;15;0;0.0;;1:24.419;13.0;247.03900000000002;11;+1 Lap
2019-09-08;Italian Grand Prix;14;14;1023;24485;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;7;20;0;0.0;;1:25.637;19.0;243.525;36;Wheel
2019-09-22;Singapore Grand Prix;15;15;1024;24499;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;20;14;0;0.0;+37.660;1:45.915;14.0;172.088;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24490;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;5;5;0;10.0;+6.119;1:43.534;2.0;176.046;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24496;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;17;11;0;0.0;+35.436;1:46.274;16.0;171.507;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24493;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;11;8;0;4.0;+15.547;1:45.769;13.0;172.326;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24494;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;8;9;0;2.0;+16.718;1:45.765;12.0;172.333;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24505;3;Williams;British;847;RUS;George;Russell;63.0;British;18;20;0;0.0;;1:48.285;20.0;168.322;4;Collision
2019-09-22;Singapore Grand Prix;15;15;1024;24504;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;15;19;0;0.0;;1:46.683;17.0;170.85;5;Engine
2019-09-22;Singapore Grand Prix;15;15;1024;24489;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;2;4;0;12.0;+4.608;1:44.914;7.0;173.73;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24486;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;3;1;1;25.0;1:58:33.667;1:44.802;5.0;173.916;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24492;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;9;7;0;6.0;+14.769;1:45.716;11.0;172.412;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24488;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;4;3;0;15.0;+3.821;1:45.176;8.0;173.298;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24501;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;19;16;0;0.0;+47.024;1:46.793;18.0;170.674;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24491;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;6;6;0;8.0;+11.663;1:45.260;9.0;173.15900000000002;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24502;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;13;17;0;0.0;+1:26.522;1:42.301;1.0;178.168;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24487;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;1;2;0;18.0;+2.641;1:44.723;4.0;174.047;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24497;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;7;12;0;0.0;+35.974;1:45.969;15.0;172.00099999999998;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24500;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;14;15;0;0.0;+38.178;1:44.371;3.0;174.63400000000001;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24495;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;10;10;0;1.0;+27.855;1:45.630;10.0;172.553;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24498;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;16;13;0;0.0;+36.419;1:44.896;6.0;173.76;1;Finished
2019-09-22;Singapore Grand Prix;15;15;1024;24503;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;12;18;0;0.0;;1:47.062;19.0;170.245;4;Collision
2019-09-29;Russian Grand Prix;16;71;1025;24521;3;Williams;British;9;KUB;Robert;Kubica;88.0;Polish;18;16;0;0.0;;1:42.327;19.0;205.74;23;Brakes
2019-09-29;Russian Grand Prix;16;71;1025;24507;131;Mercedes;German;822;BOT;Valtteri;Bottas;77.0;Finnish;4;2;0;18.0;+3.829;1:36.316;3.0;218.58;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24522;3;Williams;British;847;RUS;George;Russell;63.0;British;17;17;0;0.0;;1:41.705;18.0;206.998;23;Brakes
2019-09-29;Russian Grand Prix;16;71;1025;24524;4;Renault;French;817;RIC;Daniel;Ricciardo;3.0;Australian;10;19;0;0.0;;1:41.284;17.0;207.859;4;Collision
2019-09-29;Russian Grand Prix;16;71;1025;24519;5;Toro Rosso;Italian;842;GAS;Pierre;Gasly;10.0;French;16;14;0;0.0;+1:10.076;1:38.606;14.0;213.50400000000002;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24525;210;Haas F1 Team;American;154;GRO;Romain;Grosjean;8.0;French;8;20;0;0.0;;;0.0;;4;Collision
2019-09-29;Russian Grand Prix;16;71;1025;24517;5;Toro Rosso;Italian;826;KVY;Daniil;Kvyat;26.0;Russian;19;12;0;0.0;+1:02.496;1:38.228;9.0;214.325;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24506;131;Mercedes;German;1;HAM;Lewis;Hamilton;44.0;British;2;1;1;26.0;1:33:38.992;1:35.761;1.0;219.847;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24518;51;Alfa Romeo;Italian;8;RAI;Kimi;Räikkönen;7.0;Finnish;15;13;0;0.0;+1:08.910;1:38.589;13.0;213.541;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24508;6;Ferrari;Italian;844;LEC;Charles;Leclerc;16.0;Monegasque;1;3;0;15.0;+5.212;1:36.193;2.0;218.86;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24516;211;Racing Point;British;840;STR;Lance;Stroll;18.0;Canadian;14;11;0;0.0;+1:00.821;1:38.611;15.0;213.493;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24514;210;Haas F1 Team;American;825;MAG;Kevin;Magnussen;20.0;Danish;13;9;0;2.0;+58.779;1:38.130;8.0;214.53900000000002;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24515;4;Renault;French;807;HUL;Nico;Hülkenberg;27.0;German;6;10;0;1.0;+59.841;1:38.519;12.0;213.692;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24511;1;McLaren;British;832;SAI;Carlos;Sainz;55.0;Spanish;5;6;0;8.0;+45.889;1:38.020;6.0;214.78;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24510;9;Red Bull;Austrian;848;ALB;Alexander;Albon;23.0;Thai;0;5;0;10.0;+38.348;1:36.762;4.0;217.57299999999998;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24513;1;McLaren;British;846;NOR;Lando;Norris;4.0;British;7;8;0;4.0;+57.749;1:38.301;11.0;214.166;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24520;51;Alfa Romeo;Italian;841;GIO;Antonio;Giovinazzi;99.0;Italian;12;15;0;0.0;+1:13.346;1:38.696;16.0;213.30900000000003;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24512;211;Racing Point;British;815;PER;Sergio;Pérez;11.0;Mexican;11;7;0;6.0;+48.728;1:38.043;7.0;214.73;1;Finished
2019-09-29;Russian Grand Prix;16;71;1025;24523;6;Ferrari;Italian;20;VET;Sebastian;Vettel;5.0;German;3;18;0;0.0;;1:38.245;10.0;214.28799999999998;75;Power loss
2019-09-29;Russian Grand Prix;16;71;1025;24509;9;Red Bull;Austrian;830;VER;Max;Verstappen;33.0;Dutch;9;4;0;12.0;+14.210;1:36.937;5.0;217.18;1;Finished
